,PERIODS,Monthly_Payment,Interests_Paid,Principal_Paid
0,2021-03-01 00:00:00,1284.351497816862,1025.4166666666667,258.93483115019535
1,2021-04-01 00:00:00,1284.351497816862,1024.2622488777888,260.0892489390733
2,2021-05-01 00:00:00,1284.351497816862,1023.1026843096022,261.2488135072599
3,2021-06-01 00:00:00,1284.351497816862,1021.9379500160488,262.41354780081326
4,2021-07-01 00:00:00,1284.351497816862,1020.7680229487703,263.5834748680918
5,2021-08-01 00:00:00,1284.351497816862,1019.5928799566501,264.758617860212
6,2021-09-01 00:00:00,1284.351497816862,1018.4124977853565,265.93900003150554
7,2021-10-01 00:00:00,1284.351497816862,1017.2268530768828,267.1246447399793
8,2021-11-01 00:00:00,1284.351497816862,1016.0359223690838,268.3155754477783
9,2021-12-01 00:00:00,1284.351497816862,1014.8396820952125,269.51181572164955
10,2022-01-01 00:00:00,1284.351497816862,1013.6381085834535,270.71338923340863
11,2022-02-01 00:00:00,1284.351497816862,1012.4311780564547,271.92031976040744
12,2022-03-01 00:00:00,1284.351497816862,1011.2188666308562,273.13263118600594
13,2022-04-01 00:00:00,1284.351497816862,1010.0011503168186,274.35034750004354
14,2022-05-01 00:00:00,1284.351497816862,1008.7780050175476,275.5734927993145
15,2022-06-01 00:00:00,1284.351497816862,1007.5494065288171,276.80209128804495
16,2022-07-01 00:00:00,1284.351497816862,1006.3153305384915,278.0361672783706
17,2022-08-01 00:00:00,1284.351497816862,1005.075752626042,279.2757451908201
18,2022-09-01 00:00:00,1284.351497816862,1003.8306482620663,280.52084955479575
19,2022-10-01 00:00:00,1284.351497816862,1002.5799928078012,281.7715050090609
20,2022-11-01 00:00:00,1284.351497816862,1001.3237615146359,283.02773630222623
21,2022-12-01 00:00:00,1284.351497816862,1000.0619295236219,284.2895682932402
22,2023-01-01 00:00:00,1284.351497816862,998.7944718649812,285.55702595188086
23,2023-02-01 00:00:00,1284.351497816862,997.5213634576124,286.83013435924966
24,2023-03-01 00:00:00,1284.351497816862,996.2425791085941,288.108918708268
25,2023-04-01 00:00:00,1284.351497816862,994.9580935126864,289.39340430417565
26,2023-05-01 00:00:00,1284.351497816862,993.6678812518304,290.6836165650317
27,2023-06-01 00:00:00,1284.351497816862,992.3719167946447,291.9795810222174
28,2023-07-01 00:00:00,1284.351497816862,991.0701744959206,293.2813233209415
29,2023-08-01 00:00:00,1284.351497816862,989.7626285961147,294.58886922074737
30,2023-09-01 00:00:00,1284.351497816862,988.4492532208391,295.902244596023
31,2023-10-01 00:00:00,1284.351497816862,987.1300223803485,297.22147543651363
32,2023-11-01 00:00:00,1284.351497816862,985.8049099690273,298.54658784783476
33,2023-12-01 00:00:00,1284.351497816862,984.4738897648724,299.8776080519897
34,2024-01-01 00:00:00,1284.351497816862,983.136935428974,301.2145623878881
35,2024-02-01 00:00:00,1284.351497816862,981.7940205049946,302.5574773118675
36,2024-03-01 00:00:00,1284.351497816862,980.4451184186461,303.906379398216
37,2024-04-01 00:00:00,1284.351497816862,979.0902024771624,305.2612953396997
38,2024-05-01 00:00:00,1284.351497816862,977.7292458687729,306.62225194808923
39,2024-06-01 00:00:00,1284.351497816862,976.3622216621711,307.98927615469097
40,2024-07-01 00:00:00,1284.351497816862,974.9891028059814,309.36239501088073
41,2024-08-01 00:00:00,1284.351497816862,973.6098621282244,310.74163568863764
42,2024-09-01 00:00:00,1284.351497816862,972.2244723357793,312.1270254810828
43,2024-10-01 00:00:00,1284.351497816862,970.8329060138427,313.5185918030194
44,2024-11-01 00:00:00,1284.351497816862,969.4351356253879,314.91636219147415
45,2024-12-01 00:00:00,1284.351497816862,968.0311335106175,316.32036430624464
46,2025-01-01 00:00:00,1284.351497816862,966.6208718864187,317.73062593044335
47,2025-02-01 00:00:00,1284.351497816862,965.2043228458123,319.1471749710498
48,2025-03-01 00:00:00,1284.351497816862,963.7814583573997,320.57003945946235
49,2025-04-01 00:00:00,1284.351497816862,962.3522502648098,321.99924755205234
50,2025-05-01 00:00:00,1284.351497816862,960.9166702861404,323.4348275307217
51,2025-06-01 00:00:00,1284.351497816862,959.4746900133989,324.8768078034632
52,2025-07-01 00:00:00,1284.351497816862,958.026280911942,326.3252169049201
53,2025-08-01 00:00:00,1284.351497816862,956.5714143199075,327.7800834969546
54,2025-09-01 00:00:00,1284.351497816862,955.1100614476503,329.2414363692118
55,2025-10-01 00:00:00,1284.351497816862,953.6421933771711,330.709304439691
56,2025-11-01 00:00:00,1284.351497816862,952.1677810615442,332.18371675531785
57,2025-12-01 00:00:00,1284.351497816862,950.6867953243433,333.6647024925188
58,2026-01-01 00:00:00,1284.351497816862,949.1992068590641,335.15229095779796
59,2026-02-01 00:00:00,1284.351497816862,947.704986228544,336.64651158831805
60,2026-03-01 00:00:00,1284.351497816862,946.2041038643797,338.1473939524824
61,2026-04-01 00:00:00,1284.351497816862,944.6965300663413,339.65496775052077
62,2026-05-01 00:00:00,1284.351497816862,943.1822350017873,341.16926281507483
63,2026-06-01 00:00:00,1284.351497816862,941.6611887050699,342.6903091117922
64,2026-07-01 00:00:00,1284.351497816862,940.1333610769465,344.2181367399156
65,2026-08-01 00:00:00,1284.351497816862,938.598721883981,345.75277593288104
66,2026-09-01 00:00:00,1284.351497816862,937.0572407579469,347.29425705891515
67,2026-10-01 00:00:00,1284.351497816862,935.5088871952261,348.842610621636
68,2026-11-01 00:00:00,1284.351497816862,933.9536305562045,350.39786726065756
69,2026-12-01 00:00:00,1284.351497816862,932.3914400646676,351.96005775219453
